PMID	KW1	KW2	link	link_explicit	QuerySet
34338882	colon/drug effects	graft vs host disease/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34147519	colon/drug effects	immunologic memory/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34147519	colon/drug effects	interferon-gamma/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34338882	colon/drug effects	macrophages/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
33506015	colon/drug effects	mesalamine/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33506015/"", ""33506015"")"	https://pubmed.ncbi.nlm.nih.gov/33506015	pmid-ICI_and_Colitis.txt
34338882	colon/drug effects	phenotype	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34147519	colon/drug effects	phenotype	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
33506015	colon/drug effects	protective agents/pharmacology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33506015/"", ""33506015"")"	https://pubmed.ncbi.nlm.nih.gov/33506015	pmid-ICI_and_Colitis.txt
33506015	colon/drug effects	trinitrobenzenesulfonic acid/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33506015/"", ""33506015"")"	https://pubmed.ncbi.nlm.nih.gov/33506015	pmid-ICI_and_Colitis.txt
33459466	colon/immunology	intestinal mucosa/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33459466/"", ""33459466"")"	https://pubmed.ncbi.nlm.nih.gov/33459466	pmid-ICI_and_Colitis.txt
33459466	colon/immunology	neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33459466/"", ""33459466"")"	https://pubmed.ncbi.nlm.nih.gov/33459466	pmid-ICI_and_Colitis.txt
34777387	colon/immunology	neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34777387/"", ""34777387"")"	https://pubmed.ncbi.nlm.nih.gov/34777387	pmid-ICI_and_Colitis.txt
34777387	colon/immunology	t-lymphocyte subsets/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34777387/"", ""34777387"")"	https://pubmed.ncbi.nlm.nih.gov/34777387	pmid-ICI_and_Colitis.txt
33495297	colonic neoplasms/drug therapy	dextran sulfate/adverse effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	colonic neoplasms/drug therapy	drug synergism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	colonic neoplasms/drug therapy	myeloid-derived suppressor cells/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	colonic neoplasms/drug therapy	PARP1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	colonic neoplasms/drug therapy	phthalazines/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	colonic neoplasms/drug therapy	piperazines/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	colonic neoplasms/drug therapy	poly(adp-ribose) polymerase inhibitors/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	colonic neoplasms/drug therapy	TIPARP	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33462141	colorectal neoplasms/drug therapy	gene expression regulation neoplastic	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	colorectal neoplasms/drug therapy	ht29 cells	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	colorectal neoplasms/drug therapy	IL17A	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	colorectal neoplasms/drug therapy	interleukin-17/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	colorectal neoplasms/drug therapy	lymphocytes tumor-infiltrating/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	colorectal neoplasms/drug therapy	micrornas/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	colorectal neoplasms/drug therapy	MIR15B	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	colorectal neoplasms/drug therapy	NRF1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	colorectal neoplasms/drug therapy	t-lymphocytes cytotoxic/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33462141	colorectal neoplasms/drug therapy	tumor microenvironment/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33462141/"", ""33462141"")"	https://pubmed.ncbi.nlm.nih.gov/33462141	pmid-ICI_and_Colitis.txt
33058056	crohn disease/drug therapy	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33058056/"", ""33058056"")"	https://pubmed.ncbi.nlm.nih.gov/33058056	pmid-ICI_and_Colitis.txt
34338882	crohn disease/immunology	graft vs host disease/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34338882	crohn disease/immunology	macrophages/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34338882	crohn disease/immunology	phenotype	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34338882/"", ""34338882"")"	https://pubmed.ncbi.nlm.nih.gov/34338882	pmid-ICI_and_Colitis.txt
34821404	crohn disease/physiopathology	enterocolitis/chemically induced	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34821404/"", ""34821404"")"	https://pubmed.ncbi.nlm.nih.gov/34821404	pmid-ICI_and_Colitis.txt
32418993	CRP	drug-related side effects and adverse reactions	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32418993/"", ""32418993"")"	https://pubmed.ncbi.nlm.nih.gov/32418993	pmid-ICI_and_Colitis.txt
32418993	CRP	immune checkpoint inhibitors/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32418993/"", ""32418993"")"	https://pubmed.ncbi.nlm.nih.gov/32418993	pmid-ICI_and_Colitis.txt
32418993	CRP	infliximab/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32418993/"", ""32418993"")"	https://pubmed.ncbi.nlm.nih.gov/32418993	pmid-ICI_and_Colitis.txt
32418993	CRP	melanoma/complications	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32418993/"", ""32418993"")"	https://pubmed.ncbi.nlm.nih.gov/32418993	pmid-ICI_and_Colitis.txt
32418993	CRP	urothelium/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32418993/"", ""32418993"")"	https://pubmed.ncbi.nlm.nih.gov/32418993	pmid-ICI_and_Colitis.txt
36159840	CSF2	gastrointestinal neoplasms/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CSF2	HAVCR2	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CSF2	IL15	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CSF2	IL17C	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CSF2	IL21	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CSF2	IL22	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CSF2	IL4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CSF2	IL6	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CSF2	immune system diseases/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
36159840	CSF2	LIF	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36159840/"", ""36159840"")"	https://pubmed.ncbi.nlm.nih.gov/36159840	pmid-ICI_and_Colitis.txt
32567084	ctla-4 antigen/antagonists & inhibitors	CTLA4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32567084/"", ""32567084"")"	https://pubmed.ncbi.nlm.nih.gov/32567084	pmid-ICI_and_Colitis.txt
32702598	ctla-4 antigen/antagonists & inhibitors	CTLA4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32702598/"", ""32702598"")"	https://pubmed.ncbi.nlm.nih.gov/32702598	pmid-ICI_and_Colitis.txt
34147519	ctla-4 antigen/antagonists & inhibitors	CTLA4	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34147519	ctla-4 antigen/antagonists & inhibitors	immunologic memory/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
34147519	ctla-4 antigen/antagonists & inhibitors	interferon-gamma/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
32567084	ctla-4 antigen/antagonists & inhibitors	lymphocytes/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32567084/"", ""32567084"")"	https://pubmed.ncbi.nlm.nih.gov/32567084	pmid-ICI_and_Colitis.txt
32567084	ctla-4 antigen/antagonists & inhibitors	neutrophils/drug effects	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32567084/"", ""32567084"")"	https://pubmed.ncbi.nlm.nih.gov/32567084	pmid-ICI_and_Colitis.txt
32567084	ctla-4 antigen/antagonists & inhibitors	programmed cell death 1 receptor/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32567084/"", ""32567084"")"	https://pubmed.ncbi.nlm.nih.gov/32567084	pmid-ICI_and_Colitis.txt
32702598	ctla-4 antigen/antagonists & inhibitors	programmed cell death 1 receptor/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32702598/"", ""32702598"")"	https://pubmed.ncbi.nlm.nih.gov/32702598	pmid-ICI_and_Colitis.txt
34147519	ctla-4 antigen/antagonists & inhibitors	programmed cell death 1 receptor/antagonists & inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
32567084	ctla-4 antigen/antagonists & inhibitors	vitamin d/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32567084/"", ""32567084"")"	https://pubmed.ncbi.nlm.nih.gov/32567084	pmid-ICI_and_Colitis.txt
32603654	ctla-4 antigen/immunology	gene expression regulation/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	ctla-4 antigen/immunology	inflammation/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	ctla-4 antigen/immunology	melanoma/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	ctla-4 antigen/immunology	multigene family	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	ctla-4 antigen/immunology	myeloid cells/cytology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	ctla-4 antigen/immunology	receptors antigen t-cell/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	ctla-4 antigen/immunology	receptors cxcr3/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	ctla-4 antigen/immunology	receptors cxcr6/genetics	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
32603654	ctla-4 antigen/immunology	t-lymphocytes regulatory/cytology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
33555016	CTLA4	inflammatory bowel diseases/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33555016/"", ""33555016"")"	https://pubmed.ncbi.nlm.nih.gov/33555016	pmid-ICI_and_Colitis.txt
33314269	CTLA4	inflammatory bowel diseases/drug therapy	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33314269/"", ""33314269"")"	https://pubmed.ncbi.nlm.nih.gov/33314269	pmid-ICI_and_Colitis.txt
34992611	CTLA4	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34992611/"", ""34992611"")"	https://pubmed.ncbi.nlm.nih.gov/34992611	pmid-ICI_and_Colitis.txt
32702598	CTLA4	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32702598/"", ""32702598"")"	https://pubmed.ncbi.nlm.nih.gov/32702598	pmid-ICI_and_Colitis.txt
32603654	CTLA4	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32603654/"", ""32603654"")"	https://pubmed.ncbi.nlm.nih.gov/32603654	pmid-ICI_and_Colitis.txt
33555016	CTLA4	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33555016/"", ""33555016"")"	https://pubmed.ncbi.nlm.nih.gov/33555016	pmid-ICI_and_Colitis.txt
35977003	CTLA4	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
32567084	CTLA4	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/32567084/"", ""32567084"")"	https://pubmed.ncbi.nlm.nih.gov/32567084	pmid-ICI_and_Colitis.txt
35917654	CTLA4	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35917654/"", ""35917654"")"	https://pubmed.ncbi.nlm.nih.gov/35917654	pmid-ICI_and_Colitis.txt
35191192	CTLA4	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35191192/"", ""35191192"")"	https://pubmed.ncbi.nlm.nih.gov/35191192	pmid-ICI_and_Colitis.txt
35432346	CTLA4	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35432346/"", ""35432346"")"	https://pubmed.ncbi.nlm.nih.gov/35432346	pmid-ICI_and_Colitis.txt
33314269	CTLA4	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33314269/"", ""33314269"")"	https://pubmed.ncbi.nlm.nih.gov/33314269	pmid-ICI_and_Colitis.txt
34147519	CTLA4	PDCD1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34147519/"", ""34147519"")"	https://pubmed.ncbi.nlm.nih.gov/34147519	pmid-ICI_and_Colitis.txt
35977003	CXCL10	CXCL9	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
35977003	CXCL10	dermatitis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
35977003	CXCL10	psoriasis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
35977003	CXCL10	rna	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
35977003	CXCL10	TCIM	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
35977003	CXCL10	TNF	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
36096534	CXCL8	glucocorticoids	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36096534/"", ""36096534"")"	https://pubmed.ncbi.nlm.nih.gov/36096534	pmid-ICI_and_Colitis.txt
36096534	CXCL8	IL17A	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36096534/"", ""36096534"")"	https://pubmed.ncbi.nlm.nih.gov/36096534	pmid-ICI_and_Colitis.txt
36096534	CXCL8	IL6	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36096534/"", ""36096534"")"	https://pubmed.ncbi.nlm.nih.gov/36096534	pmid-ICI_and_Colitis.txt
36096534	CXCL8	nivolumab/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/36096534/"", ""36096534"")"	https://pubmed.ncbi.nlm.nih.gov/36096534	pmid-ICI_and_Colitis.txt
35977003	CXCL9	dermatitis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
35977003	CXCL9	psoriasis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
35977003	CXCL9	rna	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
35977003	CXCL9	TCIM	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
35977003	CXCL9	TNF	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
35307927	cytomegalovirus infections/complications	immune checkpoint inhibitors	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35307927/"", ""35307927"")"	https://pubmed.ncbi.nlm.nih.gov/35307927	pmid-ICI_and_Colitis.txt
34987517	cytotoxicity immunologic	drug synergism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cytotoxicity immunologic	drug-related side effects and adverse reactions/prevention & control	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cytotoxicity immunologic	growth inhibitors/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cytotoxicity immunologic	immune checkpoint inhibitors/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cytotoxicity immunologic	lymphocytes tumor-infiltrating/immunology	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cytotoxicity immunologic	MTOR	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cytotoxicity immunologic	phosphatidylinositol 3-kinases/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
34987517	cytotoxicity immunologic	sirolimus/therapeutic use	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/34987517/"", ""34987517"")"	https://pubmed.ncbi.nlm.nih.gov/34987517	pmid-ICI_and_Colitis.txt
35977003	dermatitis	psoriasis	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
35977003	dermatitis	rna	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
35977003	dermatitis	TCIM	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
35977003	dermatitis	TNF	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/35977003/"", ""35977003"")"	https://pubmed.ncbi.nlm.nih.gov/35977003	pmid-ICI_and_Colitis.txt
33495297	dextran sulfate/adverse effects	drug synergism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	dextran sulfate/adverse effects	myeloid-derived suppressor cells/metabolism	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	dextran sulfate/adverse effects	PARP1	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	dextran sulfate/adverse effects	phthalazines/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	dextran sulfate/adverse effects	piperazines/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	dextran sulfate/adverse effects	poly(adp-ribose) polymerase inhibitors/administration & dosage	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
33495297	dextran sulfate/adverse effects	TIPARP	"=HYPERLINK(""https://pubmed.ncbi.nlm.nih.gov/33495297/"", ""33495297"")"	https://pubmed.ncbi.nlm.nih.gov/33495297	pmid-ICI_and_Colitis.txt
